model-1702778600,1702778722.709,0.63,0.2084,0.75,0.1786
model-1702778600,1702778723.213,0.74,0.1847,0.75,0.1791
model-1702778600,1702778723.678,0.7,0.1863,0.75,0.183
model-1702778600,1702778724.27,0.65,0.2011,0.72,0.1882
model-1702778600,1702778724.639,0.68,0.1974,0.73,0.1877
model-1702778600,1702778725.008,0.75,0.1743,0.73,0.1822
model-1702778600,1702778725.359,0.75,0.1547,0.76,0.1748
model-1702778600,1702778725.797,0.71,0.1942,0.78,0.1726
model-1702778600,1702778726.153,0.74,0.1775,0.76,0.1715
model-1702778600,1702778726.537,0.71,0.186,0.77,0.1729
model-1702778600,1702778726.888,0.68,0.1944,0.71,0.1796
model-1702778600,1702778727.254,0.72,0.1778,0.68,0.1931
model-1702778600,1702778727.603,0.68,0.2201,0.68,0.1865
model-1702778600,1702778727.963,0.71,0.1798,0.7,0.1803
model-1702778600,1702778728.314,0.69,0.2108,0.79,0.1671
model-1702778600,1702778728.677,0.68,0.1879,0.77,0.1655
model-1702778600,1702778729.025,0.67,0.2051,0.78,0.1663
model-1702778600,1702778729.387,0.73,0.1717,0.78,0.1644
model-1702778600,1702778729.735,0.71,0.1649,0.76,0.1644
model-1702778600,1702778730.144,0.71,0.1871,0.75,0.165
model-1702778600,1702778730.495,0.81,0.158,0.76,0.1679
model-1702778600,1702778730.875,0.73,0.1924,0.71,0.1712
model-1702778600,1702778731.225,0.73,0.1783,0.7,0.1748
model-1702778600,1702778731.615,0.75,0.1783,0.71,0.1675
model-1702778600,1702778731.964,0.69,0.208,0.78,0.1617
model-1702778600,1702778732.328,0.77,0.17,0.8,0.1622
model-1702778600,1702778732.677,0.69,0.1913,0.76,0.1651
model-1702778600,1702778733.039,0.69,0.1923,0.71,0.187
model-1702778600,1702778733.387,0.84,0.1353,0.7,0.2087
model-1702778600,1702778733.745,0.66,0.2125,0.68,0.2002
model-1702778600,1702778734.112,0.65,0.1976,0.74,0.1802
model-1702778600,1702778734.509,0.71,0.1872,0.77,0.1726
model-1702778600,1702778734.857,0.79,0.1671,0.77,0.1741
model-1702778600,1702778735.302,0.83,0.1473,0.79,0.1753
model-1702778600,1702778735.662,0.74,0.1805,0.76,0.1769
model-1702778600,1702778736.022,0.67,0.2027,0.68,0.187
model-1702778600,1702778736.372,0.71,0.1881,0.68,0.1935
model-1702778600,1702778736.765,0.79,0.1546,0.68,0.1991
model-1702778600,1702778737.113,0.76,0.1772,0.68,0.1931
model-1702778600,1702778737.475,0.76,0.1783,0.7,0.1828
model-1702778600,1702778737.821,0.73,0.1878,0.76,0.1731
model-1702778600,1702778738.18,0.71,0.1862,0.73,0.1743
model-1702778600,1702778738.527,0.75,0.1839,0.75,0.1726
model-1702778600,1702778738.887,0.68,0.202,0.74,0.1716
model-1702778600,1702778739.236,0.73,0.1774,0.71,0.1829
model-1702778600,1702778739.595,0.74,0.1816,0.67,0.1962
model-1702778600,1702778740.065,0.79,0.1504,0.67,0.2013
model-1702778600,1702778922.895,0.78,0.1618,0.69,0.1906
model-1702778600,1702778923.318,0.65,0.2167,0.72,0.1723
model-1702778600,1702778924.392,0.74,0.1749,0.75,0.1669
model-1702778600,1702778924.998,0.74,0.1786,0.74,0.1736
model-1702778600,1702778925.838,0.74,0.1789,0.73,0.1802
model-1702778600,1702778926.189,0.64,0.2138,0.75,0.1773
model-1702778600,1702778926.539,0.66,0.2056,0.76,0.1678
model-1702778600,1702778926.87,0.69,0.2021,0.75,0.1727
model-1702778600,1702778927.187,0.67,0.184,0.7,0.1873
model-1702778600,1702778927.509,0.76,0.1839,0.7,0.1939
model-1702778600,1702778927.795,0.65,0.2029,0.7,0.1864
model-1702778600,1702778928.07,0.68,0.1924,0.77,0.1721
model-1702778600,1702778928.357,0.65,0.2062,0.8,0.1684
model-1702778600,1702778928.631,0.74,0.1578,0.78,0.1722
model-1702778600,1702778928.916,0.68,0.1847,0.77,0.1746
model-1702778600,1702778929.188,0.62,0.218,0.77,0.1709
model-1702778600,1702778929.484,0.7,0.1972,0.8,0.1668
model-1702778600,1702778929.762,0.72,0.1846,0.79,0.1703
model-1702778600,1702778930.043,0.67,0.2099,0.74,0.1738
model-1702778600,1702778930.312,0.75,0.1804,0.74,0.1756
model-1702778600,1702778930.597,0.73,0.1801,0.75,0.1715
model-1702778600,1702778930.873,0.7,0.1715,0.78,0.1666
model-1702778600,1702778931.161,0.74,0.187,0.78,0.1667
model-1702778600,1702778931.443,0.76,0.1709,0.8,0.1648
model-1702778600,1702778931.728,0.77,0.1591,0.78,0.1647
model-1702778600,1702778932.007,0.8,0.1512,0.79,0.1664
model-1702778600,1702778932.295,0.75,0.1731,0.76,0.1699
model-1702778600,1702778932.613,0.76,0.1684,0.75,0.1689
model-1702778600,1702778932.958,0.73,0.1879,0.72,0.1762
model-1702778600,1702778933.239,0.82,0.1669,0.68,0.1915
model-1702778600,1702778933.525,0.67,0.2144,0.66,0.1964
model-1702778600,1702778933.805,0.72,0.1944,0.68,0.1883
model-1702778600,1702778934.096,0.75,0.1673,0.73,0.1742
model-1702778600,1702778934.402,0.73,0.1881,0.73,0.1709
model-1702778600,1702778934.707,0.72,0.1853,0.74,0.1746
model-1702778600,1702778934.979,0.8,0.1699,0.74,0.1787
model-1702778600,1702778935.304,0.64,0.2143,0.72,0.1742
model-1702778600,1702778935.582,0.71,0.2026,0.74,0.168
model-1702778600,1702778935.88,0.67,0.1946,0.75,0.176
model-1702778600,1702778936.162,0.77,0.1585,0.74,0.182
model-1702778600,1702778936.454,0.74,0.1582,0.71,0.194
model-1702778600,1702778936.74,0.67,0.212,0.72,0.1859
model-1702778600,1702778937.031,0.71,0.1825,0.71,0.1771
model-1702778600,1702778937.321,0.78,0.1576,0.72,0.1716
model-1702778600,1702778937.618,0.77,0.1541,0.73,0.1692
model-1702778600,1702778937.903,0.78,0.1662,0.73,0.1672
model-1702778600,1702778938.206,0.66,0.2013,0.73,0.168
model-1702778600,1702778938.495,0.69,0.1856,0.73,0.1736
model-1702778600,1702778938.788,0.82,0.1501,0.71,0.1773
model-1702778600,1702778939.071,0.71,0.185,0.71,0.1751
model-1702778600,1702778939.359,0.79,0.1388,0.73,0.1727
model-1702778600,1702778939.668,0.71,0.1854,0.73,0.1623
model-1702778600,1702778939.965,0.77,0.1553,0.78,0.1606
model-1702778600,1702778940.25,0.73,0.1691,0.78,0.1703
model-1702778600,1702778940.553,0.75,0.2045,0.77,0.1782
model-1702778600,1702778940.837,0.68,0.1967,0.74,0.1831
model-1702778600,1702778941.131,0.65,0.2476,0.71,0.1849
model-1702778600,1702778941.411,0.68,0.2106,0.71,0.1773
model-1702778600,1702778941.705,0.74,0.1711,0.71,0.1669
model-1702778600,1702778941.99,0.81,0.1305,0.72,0.1676
model-1702778600,1702778942.285,0.72,0.1926,0.73,0.1694
model-1702778600,1702778942.568,0.77,0.1796,0.71,0.1713
model-1702778600,1702778942.868,0.7,0.1859,0.71,0.1716
model-1702778600,1702778943.155,0.72,0.2049,0.71,0.1765
model-1702778600,1702778943.453,0.69,0.1933,0.72,0.1808
model-1702778600,1702778943.737,0.74,0.1862,0.74,0.1812
model-1702778600,1702778944.03,0.79,0.1565,0.69,0.1779
model-1702778600,1702778944.355,0.77,0.1549,0.7,0.1806
model-1702778600,1702778944.69,0.73,0.203,0.72,0.1796
model-1702778600,1702778944.982,0.77,0.1473,0.71,0.1825
model-1702778600,1702778945.299,0.74,0.1756,0.7,0.1832
model-1702778600,1702778945.623,0.79,0.1511,0.69,0.1778
model-1702778600,1702778945.931,0.77,0.1615,0.73,0.1723
model-1702778600,1702778946.222,0.71,0.181,0.78,0.174
model-1702778600,1702778946.527,0.75,0.1609,0.78,0.1728
model-1702778600,1702778946.829,0.71,0.2097,0.75,0.1635
model-1702778600,1702778947.134,0.74,0.1728,0.72,0.1753
model-1702778600,1702778947.43,0.81,0.1447,0.7,0.1952
model-1702778600,1702778947.735,0.73,0.1549,0.7,0.2023
model-1702778600,1702778948.042,0.74,0.1643,0.72,0.1869
